,Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Clustering Coefficient,Cluster
Villalpardo,0.008429926238145416,0.09409081895697005,0.017158914828463854,7.141836330687066e-08,0.5714285714285714,0
Talayuelas,0.005268703898840885,0.08919172932330827,0.009418569861654702,1.0736481425833259e-07,0.7,1
Priego,0.001053740779768177,0.09154929577464789,0.0,5.05049634558851e-07,0.0,2
San Lorenzo de la Parrilla,0.004214963119072708,0.09772423025435073,0.004348122947336906,4.433516665611558e-07,0.5,2
Tarancón,0.011591148577449946,0.10308494460134694,0.0016722507969613228,2.5992249082768565e-05,0.6363636363636364,0
Albalate de Zorita,0.009483667017913592,0.10116192303592368,0.0012202116770714643,2.048541857317138e-05,0.6666666666666666,1
Villanueva de la Torre,0.01685985247629083,0.1038293216630197,0.002949710585221213,5.335535289903898e-05,0.75,1
Trijueque,0.012644889357218123,0.10423989455184535,0.07952553967211791,2.2733562577411536e-05,0.5151515151515151,0
Guadalajara,0.01791359325605901,0.10409125808928375,0.0073325868192533955,5.185413756935221e-05,0.6397058823529411,0
Valdeolmos-Alalpardo,0.02107481559536354,0.10510577029571382,0.02650491384097858,6.906780021373728e-05,0.6157894736842106,0
Cifuentes,0.004214963119072708,0.09827068447758103,0.0020106471982505184,2.0737789085338883e-06,0.6666666666666666,1
Yunquera de Henares,0.0136986301369863,0.10225191250942786,0.0028752501420889957,3.277840026291299e-05,0.6794871794871795,1
Torrejón del Rey,0.01791359325605901,0.1048271291284657,0.005474620476273271,5.4838571608826514e-05,0.7058823529411765,1
Jadraque,0.005268703898840885,0.09933012350847813,0.0038814316503285044,5.7840124795207085e-06,0.6,0
Pioz,0.018967334035827184,0.10609278926774734,0.01256981138362063,5.6101748782546564e-05,0.6013071895424836,0
Molina de Aragón,0.001053740779768177,0.08183856502242152,0.0,1.1004053321836268e-09,0.0,2
Villar del Olmo,0.02107481559536354,0.10475769952533392,0.004611237226623031,7.095325456260774e-05,0.5894736842105263,0
Sacedón,0.008429926238145416,0.10076449352304098,0.007499440178546424,9.695619071848544e-06,0.32142857142857145,2
Sigüenza,0.004214963119072708,0.09947589098532494,0.08393128320903459,1.5978844527104003e-06,0.5,2
Uceda,0.0136986301369863,0.10507085916740479,0.014544939972224627,3.6201826986901906e-05,0.717948717948718,1
Ajofrín,0.015806111696522653,0.10481555113761873,0.02834072161279769,3.3538151163720406e-05,0.5523809523809524,0
Pantoja,0.023182297154899893,0.10700191678881497,0.02150946629420413,8.854706356104826e-05,0.5714285714285714,0
Alcaudete de la Jara,0.009483667017913592,0.09789560552919331,0.004913347285155759,6.6571522584016095e-06,0.5833333333333334,0
Escalona,0.01791359325605901,0.10338816864582198,0.019951071292959966,4.571784629354908e-05,0.5367647058823529,0
Cobisa,0.01791359325605901,0.10298426478567553,0.025102847170513535,4.9806832678397476e-05,0.5661764705882353,0
Magán,0.02107481559536354,0.10505922727775932,0.0052604917919196505,7.537483050988999e-05,0.5842105263157895,0
Esquivias,0.023182297154899893,0.10705019740552736,0.02762962452791269,0.0001002204409790744,0.6103896103896104,0
Gerindote,0.018967334035827184,0.1011727078891258,0.0023705915345202315,4.462728891419122e-05,0.5294117647058824,0
Portillo de Toledo,0.023182297154899893,0.10387478108581435,0.010657051778866907,6.92964861897834e-05,0.48484848484848486,2
Carpio de Tajo (El),0.015806111696522653,0.10109726217108768,0.01439938558473891,2.161162327967156e-05,0.580952380952381,0
Carranque,0.02423603793466807,0.10652149511729711,0.017400337463805104,0.0001014043989559143,0.5810276679841897,0
Casar de Escalona (El),0.015806111696522653,0.10186775440103049,0.0060534799136944895,2.8349570388874668e-05,0.5523809523809524,0
Valmojado,0.02423603793466807,0.10531572522472533,0.013107497796357488,9.414214070395335e-05,0.549407114624506,0
Castillo de Bayuela,0.014752370916754477,0.09969534614980566,0.007792062465344149,2.0109079806333898e-05,0.5274725274725275,0
Cebolla,0.014752370916754477,0.09747329498767461,0.0005865923743938724,2.0483287467519495e-05,0.6043956043956044,0
Lominchar,0.022128556375131715,0.10612838291210021,0.01047967336979854,8.805411425574388e-05,0.5904761904761905,0
Consuegra,0.009483667017913592,0.1056792873051225,0.05182407223861734,7.248609731191147e-06,0.4166666666666667,2
Lillo,0.0136986301369863,0.10445789763346175,0.010027793931034057,1.9732078298036905e-05,0.48717948717948717,2
Cuerva,0.012644889357218123,0.1017585245550075,0.0013368359127659637,2.094370920966742e-05,0.696969696969697,1
Guardia (La),0.01791359325605901,0.10785316513240141,0.09688456827355167,4.341172632683349e-05,0.4485294117647059,2
Polán,0.015806111696522653,0.10190056909696124,0.0044804306862191124,3.109111292126754e-05,0.6,0
Yepes,0.01685985247629083,0.10540930800844163,0.0025888396687666518,5.839117146158945e-05,0.6166666666666667,0
Lagartera,0.009483667017913592,0.09646269566985159,0.036282739507918986,1.2927677599252566e-06,0.5277777777777778,0
Mejorada,0.012644889357218123,0.09988422271339858,0.036420096838699414,9.854064239828232e-06,0.5,2
Quintanar de la Orden,0.009483667017913592,0.10453844459131967,0.031110806673666568,5.406754485128938e-06,0.6388888888888888,0
Orgaz,0.01053740779768177,0.1040227995177025,0.0050986625007573205,2.1822784002327125e-05,0.6222222222222222,0
Navahermosa,0.01053740779768177,0.09806758292859358,0.001672038068276516,1.302995402838729e-05,0.7333333333333333,1
Navalcán,0.008429926238145416,0.0951187731783101,0.0044255653838360985,2.2744459964119093e-06,0.5714285714285714,0
Navalucillos (Los),0.01053740779768177,0.09903986641619704,0.001464300247895163,1.079494148356915e-05,0.6888888888888889,1
Noblejas,0.02107481559536354,0.10519898015741048,0.032967165489074045,7.221852490069327e-05,0.5368421052631579,0
Aranjuez,0.02107481559536354,0.10563223508459484,0.00931059569024787,8.347774707451656e-05,0.6,0
Villa de Don Fadrique (La),0.011591148577449946,0.10510577029571382,0.041159415872829445,1.1484482938900786e-05,0.5636363636363636,0
Santa Cruz de la Zarza,0.015806111696522653,0.10386341249863193,0.005471206373685453,4.4030895514095655e-05,0.580952380952381,0
Adrada (La),0.014752370916754477,0.10125906956892873,0.017655504336435833,2.6711267057129007e-05,0.5274725274725275,0
Mombeltrán,0.009483667017913592,0.09895724713242962,0.019664273168516634,4.164399406300651e-06,0.4166666666666667,2
Arévalo,0.008429926238145416,0.09862814383704012,0.021378907817915002,1.8089150284245605e-06,0.4642857142857143,2
Ávila,0.006322444678609061,0.09828086164043082,0.00039136236218946166,1.0181955085911938e-05,0.7333333333333333,1
Barco de Ávila (El),0.008429926238145416,0.09436213582579298,0.0060614430446131315,3.2091184883977595e-07,0.5714285714285714,0
Navaluenga,0.01053740779768177,0.09972677595628415,0.006095198332317473,1.8081938063801657e-05,0.6222222222222222,0
Madrigal de la Vera,0.012644889357218123,0.09707446808510638,0.03291194753521401,1.0056174313349503e-06,0.4696969696969697,2
Cebreros,0.01685985247629083,0.10164952870608397,0.006166954713148699,4.378092858926561e-05,0.5833333333333334,0
Madrigal de las Altas Torres,0.01053740779768177,0.09359897425781635,0.00785976775445417,3.305290872634408e-07,0.5111111111111111,0
Navas del Marqués (Las),0.01685985247629083,0.1031970421922575,0.01231966821422743,4.305176775077857e-05,0.6,0
Piedrahíta,0.006322444678609061,0.09492847854356307,0.022581641383826682,2.953738164380438e-07,0.5333333333333333,0
Burgos,0.005268703898840885,0.0926486380943083,0.04736132189997056,4.466933624776904e-08,0.4,2
Aranda de Duero,0.006322444678609061,0.09625722689927985,0.05393255207049573,1.2066198736782647e-07,0.26666666666666666,2
Belorado,0.008429926238145416,0.08973146747352496,0.041025943373877716,2.3129397291366465e-07,0.42857142857142855,2
Briviesca,0.008429926238145416,0.08969754253308128,0.023479157349690426,3.851165990421019e-07,0.5,2
Iruña Oka/Iruña de Oca,0.014752370916754477,0.0834432427679592,0.00531334310470957,3.513156273443726e-06,0.5054945054945055,2
Espinosa de los Monteros,0.01685985247629083,0.0844681797952826,0.031328048205606945,1.7125249743240255e-06,0.49166666666666664,2
Huerta de Rey,0.006322444678609061,0.09285714285714286,0.008932840402788947,8.68341815751562e-09,0.4666666666666667,2
Lerma,0.005268703898840885,0.09386745796241346,0.04675576525799156,1.0979873656609876e-08,0.3,2
Villarcayo de Merindad de Castilla la Vieja,0.009483667017913592,0.08676174803437557,0.01735288996871784,8.401345694665246e-07,0.4722222222222222,2
Melgar de Fernamental,0.0073761854583772385,0.08669833729216152,0.006855798154264795,7.207660277764774e-09,0.47619047619047616,2
Merindad de Río Ubierna,0.0073761854583772385,0.08920011279255569,0.022143363966013435,1.5180200260588108e-07,0.42857142857142855,2
Ribera Baja/Erribera Beitia,0.011591148577449946,0.08646137026239067,0.01416977501052317,1.2955479322661515e-06,0.4909090909090909,2
Trespaderne,0.009483667017913592,0.0863433718496952,0.014697425886218479,9.723854190796365e-07,0.4722222222222222,2
Duruelo de la Sierra,0.006322444678609061,0.09040678289034962,0.001672928241367507,2.232085456721084e-09,0.5333333333333333,0
Roa,0.0031612223393045306,0.09289350039154268,0.0018363956229840886,1.913983756163003e-08,0.6666666666666666,1
Salas de los Infantes,0.005268703898840885,0.09054479534395574,0.018780728628336185,1.4057195809213686e-08,0.4,2
Villadiego,0.0073761854583772385,0.08889097040089922,0.025040499807019462,2.969697986767438e-08,0.38095238095238093,2
Artziniega,0.02107481559536354,0.08323831242873432,0.008108439740498581,5.165827584126951e-06,0.5578947368421052,0
San Justo de la Vega,0.0073761854583772385,0.07938101212881639,0.048111740146971414,2.8330408763609437e-11,0.5714285714285714,0
Bañeza (La),0.0073761854583772385,0.08124304425990926,0.007012683124755509,4.229711363274383e-11,0.6190476190476191,0
Folgoso de la Ribera,0.006322444678609061,0.07483046838038164,0.1133999567826583,4.521899200252755e-12,0.4666666666666667,2
Santa Marina del Rey,0.009483667017913592,0.07942751925008369,0.06686750314808868,4.6192604423697854e-11,0.6111111111111112,0
Sabero,0.008429926238145416,0.08080722070844687,0.008057174800049853,3.707391014661797e-10,0.5357142857142857,0
Cubillos del Sil,0.005268703898840885,0.07056286712766749,0.008507995966521641,7.882969189425496e-13,0.8,1
Villadecanes,0.0073761854583772385,0.07087907984166107,0.059145739318237515,1.0413072969218095e-12,0.47619047619047616,2
Santovenia de la Valdoncina,0.01053740779768177,0.08095197475049049,0.010121374441172122,8.692620050182645e-11,0.6444444444444445,0
Robla (La),0.009483667017913592,0.08095197475049049,0.012177380637211434,9.92340121796818e-11,0.6388888888888888,0
Vega de Espinareda,0.0073761854583772385,0.070873786407767,0.03774114134986075,1.0569656020289664e-12,0.5238095238095238,0
Valdepolo,0.01053740779768177,0.08458110516934046,0.02649618614537236,6.682813286272834e-10,0.4666666666666667,2
Villamañán,0.011591148577449946,0.08462635990725878,0.09396604760601862,2.2391771142390007e-10,0.4727272727272727,2
León,0.011591148577449946,0.08095888073707558,0.0102360810016177,1.0629963281446027e-10,0.6181818181818182,0
Villasabariego,0.009483667017913592,0.08465655664585192,0.040243959104171716,1.6379872858674346e-10,0.6666666666666666,1
Carballeda de Valdeorras,0.009483667017913592,0.06666666666666667,0.023921307175920493,1.0329981356327725e-12,0.4444444444444444,2
Villada,0.008429926238145416,0.08786223497824276,0.010525624407320744,1.5097557163752434e-09,0.42857142857142855,2
Valderas,0.0073761854583772385,0.08809059686252668,0.043059511002425416,1.3477454322693416e-09,0.5714285714285714,0
Velilla del Río Carrión,0.005268703898840885,0.08057395143487858,0.003438565138158916,4.964587840097554e-09,0.4,2
Vegas del Condado,0.009483667017913592,0.08093816631130064,0.00779950960596247,1.0272374202366651e-10,0.75,1
Villamanín,0.01053740779768177,0.0763045750582938,0.024129805669725356,1.1907179961480167e-10,0.4444444444444444,2
Aguilar de Campoo,0.0073761854583772385,0.0847927090779128,0.0022654073285502127,5.346755021058857e-08,0.5238095238095238,0
Alar del Rey,0.008429926238145416,0.08714416896235078,0.034141028206198444,3.200421265439193e-08,0.4642857142857143,2
Astudillo,0.0073761854583772385,0.08841889499673902,0.009381483032464399,4.424123782515501e-09,0.5714285714285714,0
Torquemada,0.006322444678609061,0.08628841607565012,0.000498256597562529,2.869599437523551e-09,0.7333333333333333,1
Carrión de los Condes,0.009483667017913592,0.08903274228351628,0.022198610376145053,3.762512462360054e-09,0.5,2
Cervera de Pisuerga,0.0073761854583772385,0.08178214408824543,0.003978351275014953,2.979625571198634e-08,0.42857142857142855,2
Venta de Baños,0.008429926238145416,0.09066590235979746,0.00908162554981309,2.4391105889620057e-08,0.5,2
Palencia,0.009483667017913592,0.09172627102261743,0.01677544879355714,1.1590810289953812e-08,0.4722222222222222,2
Paredes de Nava,0.008429926238145416,0.08858396340894241,0.00386472973419755,2.9187819630965665e-09,0.5714285714285714,0
Saldaña,0.008429926238145416,0.085866811436844,0.025367083718414615,4.561139659689635e-09,0.35714285714285715,2
Alba de Tormes,0.0073761854583772385,0.09343310032489908,0.05053664222280902,3.036166715278295e-08,0.5714285714285714,0
Alberca (La),0.0073761854583772385,0.08764314739564093,0.006430727319255,1.615266734405358e-08,0.42857142857142855,2
Aldeadávila de la Ribera,0.0031612223393045306,0.07741251325556733,0.0001124655519039448,4.0141249197281006e-11,0.6666666666666666,1
Carbajosa de la Sagrada,0.0073761854583772385,0.09244106760179233,0.030040746876206538,1.594884879397108e-08,0.6190476190476191,0
Béjar,0.008429926238145416,0.09117986164488855,0.0030054369393440264,1.0186662460088928e-07,0.5714285714285714,0
Villares de la Reina,0.0073761854583772385,0.09039817108020576,0.0007042782924216502,1.3988521327677397e-08,0.6666666666666666,1
Fresno el Viejo,0.009483667017913592,0.09470112763197286,0.005652626558613814,1.4306991680575712e-07,0.5833333333333334,0
Cantalpino,0.008429926238145416,0.09076996652319465,0.0015997177219729567,3.953148142105524e-08,0.6785714285714286,1
Ciudad Rodrigo,0.006322444678609061,0.08313622426631626,0.004212613341704835,1.5395088371008966e-09,0.4,2
Fuente de San Esteban (La),0.005268703898840885,0.08587458148583839,0.007361208570457887,1.1690950220346918e-09,0.4,2
Fuentes de Oñoro,0.004214963119072708,0.07907015497417097,0.0017078282499615174,1.8199144874126528e-10,0.5,2
Guijuelo,0.0073761854583772385,0.09146106399383191,0.05901219030340703,4.7239782110538926e-08,0.42857142857142855,2
Ledesma,0.008429926238145416,0.08695253802455562,0.011832781949533425,4.272972288203717e-09,0.32142857142857145,2
Lumbrales,0.005268703898840885,0.08047146612397185,0.002076622203630413,1.6879027366387072e-10,0.4,2
Peñaranda de Bracamonte,0.009483667017913592,0.09429650238473768,0.006299612991417468,1.2909344725013628e-07,0.5833333333333334,0
Vitigudino,0.005268703898840885,0.08293279734335401,0.0018330611841341554,3.0958598630760465e-10,0.5,2
Mozoncillo,0.004214963119072708,0.09783505154639176,0.00817511224056198,2.7963905750850437e-07,0.3333333333333333,2
Cantalejo,0.0073761854583772385,0.10191151202749141,0.019275023941035183,3.470167983149155e-06,0.2857142857142857,2
Carbonero el Mayor,0.009483667017913592,0.1020979020979021,0.08656263934181363,6.796514184824886e-06,0.4444444444444444,2
Nava de la Asunción,0.008429926238145416,0.09857691908174925,0.015231528384529992,3.0900087207358454e-06,0.4642857142857143,2
Cuéllar,0.008429926238145416,0.09752337889220018,0.026563278904367837,7.739709660020931e-07,0.4642857142857143,2
Espinar (El),0.015806111696522653,0.1040227995177025,0.053319232416867056,4.052887046128901e-05,0.6095238095238096,0
San Cristóbal de Segovia,0.0136986301369863,0.103140962938811,0.017692631750073785,2.5298516953699568e-05,0.5128205128205128,0
Sepúlveda,0.004214963119072708,0.09921589127025614,0.05158380227071146,1.7620958582679663e-06,0.3333333333333333,2
Villacastín,0.012644889357218123,0.10077519379844961,0.02954911129618608,2.331186727898024e-05,0.5151515151515151,0
Ágreda,0.008429926238145416,0.08667458215362134,0.001560777570124545,1.321953612404237e-07,0.8214285714285714,1
Almazán,0.0031612223393045306,0.09226132607427572,0.00591786161861982,4.451738519069916e-09,0.3333333333333333,2
Arcos de Jalón,0.0031612223393045306,0.09666904349597637,0.08830864701688831,8.381875105182958e-08,0.0,2
Berlanga de Duero,0.004214963119072708,0.09139060092449923,0.0030270089063658945,1.1788595046221395e-09,0.3333333333333333,2
Burgo de Osma-Ciudad de Osma,0.006322444678609061,0.09429650238473768,0.006307059555300213,1.5379334386950282e-08,0.4,2
Golmayo,0.004214963119072708,0.0887081697513554,0.0015848115032589774,4.682828089779721e-10,0.3333333333333333,2
San Leonardo de Yagüe,0.006322444678609061,0.09040678289034962,0.0013150134610835408,2.2672753195709843e-09,0.5333333333333333,0
Vinuesa,0.004214963119072708,0.08899099774943736,0.0001234540412512929,1.0659142204881624e-09,0.6666666666666666,1
Alaejos,0.01053740779768177,0.09057071960297766,0.002908518772534288,5.4220348598734295e-08,0.5111111111111111,0
Pedraja de Portillo (La),0.009483667017913592,0.09382105783489866,0.003915664269884049,2.7862873231914503e-07,0.7222222222222222,1
Zaratán,0.01053740779768177,0.09423096018270281,0.02860335888687992,8.997793340181461e-08,0.6222222222222222,0
Laguna de Duero,0.01053740779768177,0.09420289855072464,0.044491172207982946,1.2772332634983488e-07,0.6444444444444445,0
Santovenia de Pisuerga,0.01053740779768177,0.09423096018270281,0.02860335888687992,8.997793340181461e-08,0.6222222222222222,0
Peñafiel,0.005268703898840885,0.09704468759586869,0.006142692892697489,2.355782398875156e-07,0.3,2
