red,protocolo,p,S,S_std,C_median,C_median_std,C_mean,C_ci_low,C_ci_high
cyl,random,0.35,0.49113333333333326,0.10473800116905463,0.0,0.0,0.0008801231348409733,0.0,0.0
cyl,random,0.36,0.47109999999999996,0.10453607032981485,,,,,
cyl,random,0.37,0.4546333333333334,0.10311578713056288,,,,,
cyl,random,0.38,0.4372666666666667,0.10455873415879177,,,,,
cyl,random,0.39,0.4187666666666667,0.10342539447457874,,,,,
cyl,random,0.4,0.39873333333333333,0.10119483956979008,0.0,0.0,0.0006056947136884688,0.0,0.0
cyl,random,0.41,0.37843333333333334,0.10022580616898136,,,,,
cyl,random,0.42,0.3591333333333333,0.09865047164385761,,,,,
cyl,random,0.43,0.3404333333333333,0.09843176429497859,,,,,
cyl,random,0.44,0.32483333333333336,0.0962270174581385,,,,,
cyl,random,0.45,0.3077666666666667,0.09691927339572638,0.0,0.0,0.00039435523664210716,0.0,0.0
cyl,random,0.46,0.29213333333333336,0.09274399651130465,,,,,
cyl,random,0.47,0.279,0.08871865643707641,,,,,
cyl,random,0.48,0.2665333333333333,0.08742605764619354,,,,,
cyl,random,0.49,0.2532333333333333,0.08273579770705194,,,,,
cyl,random,0.5,0.24033333333333332,0.08036099108951363,0.0,0.0,0.0002599657261882664,0.0,0.0
